tweet;emotion;Neutral,''- (10/10) gw suka jadi wanita misterius - (100/10) omg lucu banget capa ini - (8/10) ni pasti temen smp - (8,5/10) do you get deja vuu''
''aa suka banget senyum tae disini anwjjsjjw sayang sayang bangett.'';Love;Sad,''a”luar biasa banget :( kadang suka iri sama anak ipa 3 dulu kenapa bisa ambis dan kompak secara bersamaan :( anak kelas gue malah berkelompok mulu kalo apa-apa jadinya males :(''
''a”luar biasa banget :( kadang suka iri sama anak ipa 3 dulu kenapa bisa ambis dan kompak secara bersamaan :( anak kelas gue malah berkelompok mulu kalo apa-apa jadinya males :('';Sad;Neutral,''akita tidak bisa menerima begitu saja,orang yang telah mempermainkan kepercayaann kita terhadapnyaa -''
''akita tidak bisa menerima begitu saja,orang yang telah mempermainkan kepercayaann kita terhadapnyaa -'';Neutral;Love,''aaa beneran suka sama inii. awalnya tau grgr tmn sma di kls 10, trs penasaran dan ketemu prelovednya di 2020. seru banget pokoknya.. gemes sm r yg bungsuu''
''aaa beneran suka sama inii. awalnya tau grgr tmn sma di kls 10, trs penasaran dan ketemu prelovednya di 2020. seru banget pokoknya.. gemes sm r yg bungsuu'';Love;Sad,''aaa jangan sedih sedih nunaa''
''aaa jangan sedih sedih nunaa'';Sad;Love,''aaa manis banget narasinyaa , suka suka aplgi sambil dengerin give me your forever''
''aaa manis banget narasinyaa , suka suka aplgi sambil dengerin give me your forever'';Love;Joy,''aaa..senang banget baru bangun udh dapat kabar baikk''
''aaa..senang banget baru bangun udh dapat kabar baikk'';Joy;Joy,''aaa..senang banget baru bangun udh dapat kabar baikk''
''aaa..senang banget baru bangun udh dapat kabar baikk'';Joy;Love,''aaaa habede eonnie yang selalu awet mudaa! suka banget sama dia dan drakor yang pernah dia mainin, sukses terus yaa eonnie!''
''aaaa habede eonnie yang selalu awet mudaa! suka banget sama dia dan drakor yang pernah dia mainin, sukses terus yaa eonnie!'';Love;Love,''aaaa sama nder, tapi masih rumor sihh. mana di cie cie in satu kelas, termasuk aku hehe. aku suka dia, tapi aku juga ship dia ama temen aku kek kek mereka gemes banget''
''aaaa sama nder, tapi masih rumor sihh. mana di cie cie in satu kelas, termasuk aku hehe. aku suka dia, tapi aku juga ship dia ama temen aku kek kek mereka gemes banget'';Love;Joy,''aaaa semangat harinya juga kak azutt''
''aaaa semangat harinya juga kak azutt'';Joy;Sad,''aaaaa sedih banget''
''aaaaa sedih banget'';Sad;Joy,''aaaaa sender seneng banget akhirnya au sender mulai rame dulu ga ada yang nungguin, sekarang yang nungguin hampir 300 orang semangat para author!! jangan sedih au kalian masih sepi, pasti akan ada waktunya buat rame okayy''
''aaaaa sender seneng banget akhirnya au sender mulai rame dulu ga ada yang nungguin, sekarang yang nungguin hampir 300 orang semangat para author!! jangan sedih au kalian masih sepi, pasti akan ada waktunya buat rame okayy'';Joy;Love,''aaaaaa seneng banget. micchi riko satu film entah kenapa pas nonton kiekoi juga aku suka bgt kalau mereka berdua satu scene''
''aaaaaa seneng banget. micchi riko satu film entah kenapa pas nonton kiekoi juga aku suka bgt kalau mereka berdua satu scene'';Love;Joy,''aaaaaaaa.. ayang dah sembuh alhamdulillah jimin nangis weh, rada trauma klo dpt notif dri wvtp alhamdulillah dpt kabar baik''
''aaaaaaaa.. ayang dah sembuh alhamdulillah jimin nangis weh, rada trauma klo dpt notif dri wvtp alhamdulillah dpt kabar baik'';Joy;Fear,''aaakk sama banget kaya temen sma aku, dia teriak2 di sekolah minta cutter buat bundir astagah. legend banget si. dan masalahnya ya dia putus sama cowonya trs cowonya suka sama cewe lain, ngeri bangettt''
''aaakk sama banget kaya temen sma aku, dia teriak2 di sekolah minta cutter buat bundir astagah. legend banget si. dan masalahnya ya dia putus sama cowonya trs cowonya suka sama cewe lain, ngeri bangettt'';Fear;Fear,''aah i baru baca data. dah terbiasa tengok kes tinggi je, jadi takut''
''aah i baru baca data. dah terbiasa tengok kes tinggi je, jadi takut'';Fear;Joy,''aahh iyaa bgtt hazaa!! kek tbtb bawaannya mellow bgtt yaa semangaatt hazaa!! semoga mellow2 kzl sedih gajelasnya cpt2 ilang ya''
''aahh iyaa bgtt hazaa!! kek tbtb bawaannya mellow bgtt yaa semangaatt hazaa!! semoga mellow2 kzl sedih gajelasnya cpt2 ilang ya'';Joy;Love,''aakk ini bagus banget sumpahh aku suka banget sama penyelesaian konfliknya di buku terakhir''
''aakk ini bagus banget sumpahh aku suka banget sama penyelesaian konfliknya di buku terakhir'';Love;Fear,''aaksks tp w takut ntar mendadak s massal''
''aaksks tp w takut ntar mendadak s massal'';Fear;Joy,''aamiin allahumma aamiin semangat pagi''
''aamiin allahumma aamiin semangat pagi'';Joy;Joy,''aamiin allahumma aamiin,doa yg sama buat maak yaa sehat & bahagia selalu ya maak''
''aamiin allahumma aamiin,doa yg sama buat maak yaa sehat & bahagia selalu ya maak'';Joy;Sad,''aamiin selamat pagii juga kak sedih , hasil draw gk ada yg nyangkut''
''aamiin selamat pagii juga kak sedih , hasil draw gk ada yg nyangkut'';Sad;Joy,''aamiin semangat yaa, tim arkeolog juga nihh''
''aamiin semangat yaa, tim arkeolog juga nihh'';Joy;Joy,''aamiin yaa rabbal'aalamiin semangat''
''aamiin yaa rabbal'aalamiin semangat'';Joy;Joy,''aamiin yuu semangat''
''aamiin yuu semangat'';Joy;Joy,''aamiin! semangat ngeba nyaa sayaang''
''aamiin! semangat ngeba nyaa sayaang'';Joy;Joy,''aamiin, semangat''
''aamiin, semangat'';Joy;Joy,''aamiin, semangat jelly''
''aamiin, semangat jelly'';Joy;Joy,''aamiin, semoga hari ada yang nyantol ya! semangat''
''aamiin, semoga hari ada yang nyantol ya! semangat'';Joy;Joy,''aamiin. aku udah seminggu lebih sepi huhu tapi gpp semangatt!!''
''aamiin. aku udah seminggu lebih sepi huhu tapi gpp semangatt!!'';Joy;Joy,''aamin semoga lancar nder, semangat!!''
''aamin semoga lancar nder, semangat!!'';Joy;Anger,''abang mantannya gemini ya? emosi kali kayaknya''
''abang mantannya gemini ya? emosi kali kayaknya'';Anger;Sad,''abis baca cerita yg makin kesini makin sedih dan aku terus curhat ke seseorang nangis parah dong gue haha''
''abis baca cerita yg makin kesini makin sedih dan aku terus curhat ke seseorang nangis parah dong gue haha'';Sad;Sad,''abis vaksin dosis 3 rasanya badan suka gampang banget capek :(''
''abis vaksin dosis 3 rasanya badan suka gampang banget capek :('';Sad;Neutral,''abisan masih sedih kalo keinget yg unspeakable, jadi biar move on sedihnya, dilanjut baca cerita sedih lainnya''
''abisan masih sedih kalo keinget yg unspeakable, jadi biar move on sedihnya, dilanjut baca cerita sedih lainnya'';Neutral;Neutral,''acc ba aku mau mutualan dong, sepi bgt''
''acc ba aku mau mutualan dong, sepi bgt'';Neutral;Joy,''acc ini bener2 enak bgt''
''acc ini bener2 enak bgt'';Joy;Neutral,''acc real sepi? yuk join. admin member baik hati dan tidak sombong'-')b''
''acc real sepi? yuk join. admin member baik hati dan tidak sombong'-')b'';Neutral;Sad,''acheol.. aku ikutan sedih :(( cepet sembuh ya''
''acheol.. aku ikutan sedih :(( cepet sembuh ya'';Sad;Neutral,''ada 1 orang cewek.. ngomongnya halus banget, gapernah ngomong kasar, gapernah marah, sekarang dia jadi sister di gereja katolik''
''ada 1 orang cewek.. ngomongnya halus banget, gapernah ngomong kasar, gapernah marah, sekarang dia jadi sister di gereja katolik'';Neutral;Neutral,''ada 5 cara belajarmelihat, mendengar, mengamalkan, tdk cepat merasa puas & terus mengulanginya lagi.''
''ada 5 cara belajarmelihat, mendengar, mengamalkan, tdk cepat merasa puas & terus mengulanginya lagi.'';Neutral;Sad,''ada aja berita sedih dan skrg syukur ada berita seneng. sehat' trs kak ji''
''ada aja berita sedih dan skrg syukur ada berita seneng. sehat' trs kak ji'';Sad;Sad,''ada apa ini.?..kok sepi banget. cc''
''ada apa ini.?..kok sepi banget. cc'';Sad;Joy,''ada badutan ga semalem chingu, butuh badutan 2 ayang biar semangat menjalani hari''
''ada badutan ga semalem chingu, butuh badutan 2 ayang biar semangat menjalani hari'';Joy;Anger,''ada banget kan paniknya lo hahhaa eh eh kenapa? kirain sakit gatauny bego''
''ada banget kan paniknya lo hahhaa eh eh kenapa? kirain sakit gatauny bego'';Anger;Sad,''ada beberapa hal yg patut kita berikan dan tidak, tapi saya kita kadang terlalu bodoh untuk memberikan apa yg kita punya dengan orang yg bahkan kita tidak tahu apakah dia akan menetap atau pergi,''
''ada beberapa hal yg patut kita berikan dan tidak, tapi saya kita kadang terlalu bodoh untuk memberikan apa yg kita punya dengan orang yg bahkan kita tidak tahu apakah dia akan menetap atau pergi,'';Sad;Neutral,''ada buat khidmat tapi orang tak tengok, baik buat video lain, boleh buat orang marah dan tengok serta sebarkan''
''ada buat khidmat tapi orang tak tengok, baik buat video lain, boleh buat orang marah dan tengok serta sebarkan'';Neutral;Anger,''ada bws yg ngert tweet ku, dia ngira ak benci krna gaada moment bw tah?? ak benci krna trailernya penuh sad moments..''
''ada bws yg ngert tweet ku, dia ngira ak benci krna gaada moment bw tah?? ak benci krna trailernya penuh sad moments..'';Anger;Neutral,''ada dan pernah mengalami. lebih baik memang diakhiri saja wkwq''
''ada dan pernah mengalami. lebih baik memang diakhiri saja wkwq'';Neutral;Neutral,''ada dengar ceramah ustaz ni pasal riak. macam kalau kita pergi rumah orangkan kita nak solat sunat tapi takut riak. teruskan solat jangan tinggal kerana kalau kita tinggalkan solat kerana riak itu adalah riak.''
''ada dengar ceramah ustaz ni pasal riak. macam kalau kita pergi rumah orangkan kita nak solat sunat tapi takut riak. teruskan solat jangan tinggal kerana kalau kita tinggalkan solat kerana riak itu adalah riak.'';Neutral;Neutral,''ada dua pengaruh rasa sakit : rasa sakit yang membuatmu kecewa dan rasa sakit yang mengubah dirimu''
''ada dua pengaruh rasa sakit : rasa sakit yang membuatmu kecewa dan rasa sakit yang mengubah dirimu'';Neutral;Neutral,''ada dunia yang lebih indah walau kecil didalam semesta yang luar biasa ini''
''ada dunia yang lebih indah walau kecil didalam semesta yang luar biasa ini'';Neutral;Joy,''ada ga si yg semangat siap siap kemana gitu eh sampainya disana jd bdmd gatau karena apa''
''ada ga si yg semangat siap siap kemana gitu eh sampainya disana jd bdmd gatau karena apa'';Joy;Fear,''ada ga sih cewe yang tulus ke aku, takut patah hati''
''ada ga sih cewe yang tulus ke aku, takut patah hati'';Fear;Love,''ada juga anakku yang namanya nalle! dia bubbly dan suka banget yang namanya update tentang kegiatan atau lagi ngapain di timeline pastinya dia jago dalam hal yang namanya pda''
''ada juga anakku yang namanya nalle! dia bubbly dan suka banget yang namanya update tentang kegiatan atau lagi ngapain di timeline pastinya dia jago dalam hal yang namanya pda'';Love;Neutral,''ada kabar kalau smt ini masih tuweb nder dr upbjj ku (belum pasti)''
''ada kabar kalau smt ini masih tuweb nder dr upbjj ku (belum pasti)'';Neutral;Neutral,''ada kak biasa bikin cerpen, no copas copas, berpengalaman sebagai penulis juga dan bisa cek testinya yup''
''ada kak biasa bikin cerpen, no copas copas, berpengalaman sebagai penulis juga dan bisa cek testinya yup'';Neutral;Fear,''ada kelass lagi nanti jam 1.30, nanti klo tidur, takut kelupaan jamm''
''ada kelass lagi nanti jam 1.30, nanti klo tidur, takut kelupaan jamm'';Fear;Fear,''ada masalah apa tigrealnya? aku sebagai user tigreal malu bgt''
''ada masalah apa tigrealnya? aku sebagai user tigreal malu bgt'';Fear;Fear,''ada nad.. barusan. tapi takut makruh kalo marah-marah ngomong kasar.''
''ada nad.. barusan. tapi takut makruh kalo marah-marah ngomong kasar.'';Fear;Neutral,''ada nih kak isvaya ( ) nderr! kalo masih ragu boleh cek dulu profiles nya di flipbook atau langsung aja dm ke charie yaa''
''ada nih kak isvaya ( ) nderr! kalo masih ragu boleh cek dulu profiles nya di flipbook atau langsung aja dm ke charie yaa'';Neutral;Joy,''ada raisa makan semangka, ayo kak mimin yakin kamu bisa dan semangat terus yah ^xb''
''ada raisa makan semangka, ayo kak mimin yakin kamu bisa dan semangat terus yah ^xb'';Joy;Neutral,''ada rasa kesal ketika orang lain berprasangka atas apa yang kita kerjakan. tapi seringkali kita tidak bisa mengkonfirmasi seluruh pekerjaan yang kita lakukan''
''ada rasa kesal ketika orang lain berprasangka atas apa yang kita kerjakan. tapi seringkali kita tidak bisa mengkonfirmasi seluruh pekerjaan yang kita lakukan'';Neutral;Neutral,''ada saja kelakuan bocil''
''ada saja kelakuan bocil'';Neutral;"Fear,''ada sapol juga tapi takut tiba"" yong drop sesuatu:'))''"
"''ada sapol juga tapi takut tiba"" yong drop sesuatu:'))''";Fear;Neutral,''ada satu lagii harganya lebih mahal tapi emang bahannya enak banget. tar ya ku cek2 lagi''
''ada satu lagii harganya lebih mahal tapi emang bahannya enak banget. tar ya ku cek2 lagi'';Neutral;Sad,''ada sunyi di antara pagi dan aku''
''ada sunyi di antara pagi dan aku'';Sad;Joy,''ada untungnya juga semalem matlis, ga kecewa karena ga nnton mu wkwk''
''ada untungnya juga semalem matlis, ga kecewa karena ga nnton mu wkwk'';Joy;"Sad,''ada ya orang, jumat baru keluar rumah sakit. sore nya tiba2 ""jatoh"", jadinya sedih mulu sampe sekarang. tapi sabtu paginya udah disuruh kekampus sampe malem. alamat masuk rumah sakit lagi ini mah''"
"''ada ya orang, jumat baru keluar rumah sakit. sore nya tiba2 ""jatoh"", jadinya sedih mulu sampe sekarang. tapi sabtu paginya udah disuruh kekampus sampe malem. alamat masuk rumah sakit lagi ini mah''";Sad;Fear,''ada yang bisa hack ig ga? tolongin banget , hati gua udah ga enak dari seminggu yang lalu''
''ada yang bisa hack ig ga? tolongin banget , hati gua udah ga enak dari seminggu yang lalu'';Fear;Neutral,''ada yang buat dakwah melalui kempen. ada yang buat dakwah dengan memberi kesedaran. ada yang buat dakwah dengan polisi. ada yang buat dakwah dengan penguatkuasaan. yang sedih, yang memperlekeh mana² usaha.''
''ada yang buat dakwah melalui kempen. ada yang buat dakwah dengan memberi kesedaran. ada yang buat dakwah dengan polisi. ada yang buat dakwah dengan penguatkuasaan. yang sedih, yang memperlekeh mana² usaha.'';Neutral;Sad,''ada yang mata nya sembab begadang sembari nahan tangis''
''ada yang mata nya sembab begadang sembari nahan tangis'';Sad;Anger,''ada yang mulai sebar bacot!! pesan prabowo ke seluruh kader gerindra: jangan jauh-jauh dari ulama!''
''ada yang mulai sebar bacot!! pesan prabowo ke seluruh kader gerindra: jangan jauh-jauh dari ulama!'';Anger;Neutral,''ada yang pernah suka sama temen sendiri yang udah deket banget gak? terus klian mendem aja jangan confess atau gimana?''
''ada yang pernah suka sama temen sendiri yang udah deket banget gak? terus klian mendem aja jangan confess atau gimana?'';Neutral;"Neutral,''ada yang suka baca wattpad ngga? aku ada wattpad prem sharing sebulan gakepake sayang banget:"" belinya tanggal 2 feb, yang mau rep aja ya.. yang duluan aku dm. maaf pinjem ht''"
"''ada yang suka baca wattpad ngga? aku ada wattpad prem sharing sebulan gakepake sayang banget:"" belinya tanggal 2 feb, yang mau rep aja ya.. yang duluan aku dm. maaf pinjem ht''";Neutral;"Love,''ada yang suka sama bill skasgard reply sama favorit movie dong, gue lagi nunggu banget doi adu peran di ""boys kills word"" sama yayan ruhiyan perannya jadi bisu dan tuli mvs''"
"''ada yang suka sama bill skasgard reply sama favorit movie dong, gue lagi nunggu banget doi adu peran di ""boys kills word"" sama yayan ruhiyan perannya jadi bisu dan tuli mvs''";Love;Neutral,''ada yang terlihat tenang padahal sedang berantakan, ada yang terlihat bahagia padahal sedihnya luar biasa.''
''ada yang terlihat tenang padahal sedang berantakan, ada yang terlihat bahagia padahal sedihnya luar biasa.'';Neutral;Neutral,''ada yg salah dlm , , formal apalagi informal. saya sendiri mengalami dua kali. musibah tdk dibantu ee malah dijarah. bhw sbgn diberikn itu biasa, tp ini rampok vulgar tdk pake mikir, diatas kesedihan orang lain''
''ada yg salah dlm , , formal apalagi informal. saya sendiri mengalami dua kali. musibah tdk dibantu ee malah dijarah. bhw sbgn diberikn itu biasa, tp ini rampok vulgar tdk pake mikir, diatas kesedihan orang lain'';Neutral;"Anger,''adaa aja yg memancing emosi pagi""''"
"''adaa aja yg memancing emosi pagi""''";Anger;Fear,''ade org kata simpan sikit,, takut esok nak guna haha''
''ade org kata simpan sikit,, takut esok nak guna haha'';Fear;Love,''adek kok tau bangetsuka di ajak jalan2 sama member adek ke kebun binatang yah?''
''adek kok tau bangetsuka di ajak jalan2 sama member adek ke kebun binatang yah?'';Love;Joy,''adek w ldks sm pengukuhan osis lewat online, ga enak bgt''
''adek w ldks sm pengukuhan osis lewat online, ga enak bgt'';Joy;Sad,''adik ajak jogging. pastu aku mimpi aku dh jogging dengan dia. aci la tu hahahahaha bodoh sekarang''
''adik ajak jogging. pastu aku mimpi aku dh jogging dengan dia. aci la tu hahahahaha bodoh sekarang'';Sad;Anger,''aduh bangsat ganteng banget lagi ni orang''
''aduh bangsat ganteng banget lagi ni orang'';Anger;Anger,''aduh benci ah last2 minit xnak hantar.''
''aduh benci ah last2 minit xnak hantar.'';Anger;Fear,''aduh gua kalo ujan gini panik takut bocor lg''
''aduh gua kalo ujan gini panik takut bocor lg'';Fear;Fear,''aduh jadi malu''
''aduh jadi malu'';Fear;Joy,''aduh nggak enak banget nih kel kalau misalnya klaksonin..''
''aduh nggak enak banget nih kel kalau misalnya klaksonin..'';Joy;Joy,''aduh si tolol wkakkwkak''
''aduh si tolol wkakkwkak'';Joy;Fear,''aduh.... klo solo ssr gini suka takut''
''aduh.... klo solo ssr gini suka takut'';Fear;Fear,''aduhh butuh roll film yg ready stock fdi sini:( takut gak sampe ntar sebelum hari sabtu huee''
