emotion,tweet
Anger,"emang gublug sih org2 yg suka banget masang lampu2 led begini dibelakang mobil. dia ga tau apa bs bahayain mobil belakang nya kalo malam apalg di tol. biasa bawa angkot kali ?"
Anger,"emang kenapa saya cinta bendera merah putih saya cinta negara indonesia, situ nggak suka bendera indonesia. trus mau merongrong ogah kerja atau gimana? kalau berani ngomong sini gak usah sembunyi, pengecut"
Anger,"emang paling bener pagi pagi gausah buka twitter, emosi anjg"
Anger,"emg org suka gitu.. udh nitip gatau diri setidaknya kyk haii kak.. atau pagi kak,aku boleh nitip menpes ga? gitu aja pasti bisa kan.. trus jg jgn lupa bilang terima kasih itu tata krama yg pasti di ajarin kok dari kecill. bikin jengkel aja pagi-pagi"
Anger,"emosi bgt klo ada yg bilang cakep harus putih. makan taii!"
Anger,"emosi bgt liatnya"
Anger,"emosi bgt miu tahan aku supaya ga gebuk ele"
Anger,"emosi bung"
Anger,"emosi dri kmrn ga ilang"
Anger,"emosi gue emosi asu"
Anger,"emosi juga tgk byk post dr owner yg kematian kucing akibat virus parvo. bkn emosi sebak, emosi nak marah. tolonglah vaksin kucing. dulu aku taktahu juga pntgnya vaksin utk kucing"
Anger,"emosi mlu nnti jd burag loh"
Anger,"emosi mulu kek ahok"
Anger,"emosi mulu nih lansia"
Anger,"emosi yaa........"
Anger,"emosy dah sm cowo yg suka nanya begini, mangnya semua cewe cuma mau naik mobil?! kalo misal dulu pernah punya pengalaman begitu sm cewe ya berarti emang cewe itu bukan target pasar lo soalnya cewe jg biasa kemana2 naik ojol broo"
Anger,"emyu yg kalah kok aku yg emosi yaa?"
Anger,"enak bgt bangsat bisa bisa nya di bilang flop"
Anger,"entah harus bersyukur karena dikasi tips atau emosi karena secara tidak langsung tertampar kenyataan"
Anger,"enuf la buat drama acah masalah sosial masyarakat ni. most of the story lebih pda tnjuk negative yg 'lekat' kat kepala je.. acah je pdhal nak rating = masalah sosial increase.. and then nama melayu. tukar la nama lain. bodoh pny director"
Anger,"eps 7 saya kesal dengan gwinam ni ngapa kaga die sih? emang zombie immortal yak? udah jatoh dari lantai 4 bos, apa harus di shot gun baru die ni orang? terus namra bisa feel gwinam, tapi gwinam nggak bisa atau nggak ngerti?"
Anger,"fagg benci bgt gue liatnye."
Anger,"faisal basri udah kesal sangat. abisnya si bakhun bela jokowi pake gigi lima, gaspol. sebelum live ngomongnya lain, pas live lain lagi. ya udah, saatnya keluarkan aji pamungkas."
Anger,"fb gak enak banget.."
Anger,"fi: lucu cara ngomongnya kayak arashi ih. ci: idih fiel jelek banget suka mleyotin orang, suka ngajak gelut pula, aneh…"
Anger,"friendlyy banget ofc ke cewe, playing victim, suka bgt umbar - umbar dia lagi deket sm cewe lain ke gue, mksdnya apa ya kak? suka gedeg gue tuh"
Anger,"frik ambis gajelas, males gua, merasa bodoh gabisa nyimbangin asu, kesannya jelek mulu gua padahal rata rata udah oke"
Anger,"fuck masa lalu,, gila pagi2 uda di ungkit2 saja si kupret yg di anggap baik,,"
Anger,"ga jadi deh, aku mau kak mark aja biar kamu emosi."
Anger,"ga tau malu ga tau malu ga tau malu!!!"
Anger,"ga usah pura" kaget. Bikin jengkel"
Anger,"gabole marah  nanti cepett tua"
Anger,"gaduh dengan jiran sendiri ni entah lah. in the end of the day muka aku yang hari2 kau nampak dari bengkel kau tu. jangan menyampah n benci sangat takut nanti aku yg kau cari balik. i said what i said huu"
Anger,"gajadi soft malah emosi."
Anger,"gak beli motor gak beli rumah kalau cash resikonya ya dibuat ribet salesnya kaya gak senang ngehe"
Anger,"gak kaget kalo tau pendukung gubernur kafir"
Anger,"gak paham gue. emang harus banget gitu gvk lo laporan kalo punya pacar ke ja3? justru itu waktu yg tepat buat ngenalin kalo te itu pacar lo goblok! gimana te gak kecewa. gue jg bakalan marah kalo jadi te. ini lg si ja3 suka sama lo hadehh"
Anger,"gak suka banget kalau ujung2nya kek ngebandingin kerja keras orang. kek apa anjer masing2 orang udah kerja keras sebisa mereka"
Anger,"gamau emosi tahan tahan"
Anger,"gamau eskrim mau balas dendam sama om jev anjg maap kak esmosi jiwa - gpp, lagi, om jevan shibal.."
Anger,"gatau anjg kesal"
Anger,"gatau lg gaada lg tempat buat lo curhat gada lg tempat buat lo cerita karna satusatunya tempat udah lo sia siain tolol"
Anger,"gatau malu ya"
Anger,"gatau,gue benci banget"
Anger,"gausah kaget kalau tiba2 gue jadi benci sama sodara gue. dasar orang gatau diri. benalu. kacang lupa kulit. bajingan sama sodara sendiri."
Anger,"gausah nambah emosi tad"
Anger,"gausah ngasih gua aturan diluar kemampuan gua, lu bukan siapa siapa bego."
Anger,"ge tuh heran juga ya, video video keluhan kayak gini tu kan udah banyak banget, apa yg suka pasang pasang beginian ini gak pernah nonton, apa gak punya sosmed, apa kuper, apa emang bebal aja otaknya.."
Anger,"gemini plin plan banget, suka bgt ngerubah rencana seenaknya. mn orgnya ga jls"
Anger,"genius kang taehyun happy birthday anak lanang sehat terus jan sakit klo sakit aku marah kangen tyunn sulap, jg pengin tyunn ada konten masak trus upload di yt gitu _ __"
Anger,"gerombolan ngawur bin tolol.."
Anger,"gerombolan penjilat tdk tau malu"
Anger,"gila ya, emosi lo aku liat komen-komennya, anjgggggg"
Anger,"giliran sgala hal yg berbau islam dikebiri,dpojokkan dg alih omikron. srius yg muslim kaga marah??imannya turun atau emnx pura2 muslim?"
Anger,"gini amat punya motor kudu nyuci sendiri, ntr kotor sendiri dhehxhwh kesal"
Anger,"goblok bin bodoh. kalau kamu ateis kamu akan memfollow akun2 sains, bukan perasan. bahkam dalam berbohong pun kamu bodoh sekali sekarang ngaku ateis? iya?"
Anger,"goblok kau bangsat !!"
Anger,"goblok mah goblok sendiri aja buibu.. tetangga di gresik kmaren gini semua. miris. punya komunitas bego nan tolol itu hal tergaenak yg pernah gua alami 3 tahunan disana."
Anger,"gosa bebawa mu nad, banyak yg marah. urus liga italy aje"
Anger,"gpp gw emosi aja sama lu."
Anger,"gua bangun-bangun jam 6:45, panik bat anjir. udah siap-siap mau ngga mandi kesekolah, eh ternyata hari ini libur gegara guru ada yang meninggal. bangsat emang. udah panik bat anjir"
Anger,"gua benci dimana setiap gua mulai suka sama orang kenapa orang itu seakan-akan menghindar"
Anger,"gua benci sabtu"
Anger,"gua benci sama orang yg hidupnya kaya mp3, banyak lagunya"
Anger,"gua mau nyemangatin org", tp gua sendiri lg ga semangat, aduh keenan knp bodoh bgt si. haloo moots, tetep semangat yaa, luv u."
Anger,"gua nyerah joki aja kali ya tugas poem ya allah kenapa aku bego b ing"
Anger,"gua steril kucing aja abis 1 juta 3 ratus 80 ribu men bangsat mahal kan tapi karna kucing gua udah tua jadi reaksinya lama bgt masih suka spray urine sembarangan, suka teriak2 minta keluar nah itu yg bikin gua pusing"
Anger,"gua yg panik masalahnya bangsat"
Anger,"gue baik banget apa ya sampe orang suka minjem duit, minta jawaban maksa"
Anger,"gue baik tapi gue ga tolol. semoga orang tua gue sehat terus lancar rejeki. biar ga usah gue ngandelin sodara kaya anjing."
Anger,"gue benci banget sama mantan"
Anger,"gue benci hari sabtu"
Anger,"gue benci sama lo!"
Anger,"gue ga suka banget dichat terus.. ya kalo pembahasan lo bagus dan menarik bakal gue tanggepin, masalahnya pembahasan lo tuh itu" aja dan hal" yang lo bahas tuh hal" yang menurut gue sensitif.. jadi ya gue males balas chat lo"
Anger,"gue gak sanggup banget sama gacie. tumbalin aja ke zombie secara suka rela nanti."
Anger,"gue heran knp masih pada bilang funny dan gatau deh apa normal dsana kah? pdahal jls2 salah satunya kliatan ga nyaman. dan sialan bgt pake ada yg bahas masa lalu m. oh dasar haters dan fans si onoh kan lu. bangke pagi2 bikin naik darah aja."
Anger,"gue juga dibebasin dulu sama bapak mau main sampe jam berapa. tapi kalo sampe pagi ya tau diri aja. bapak ga marah yg was wes wos. tapi diem. ini mending ada yg ngingetin. karna sekarang ya taulah. gada tempat yg aman buat kaum hawa"
Anger,"gue kagk,gue suka jedotin cewe gue ke lampu merah karena benci gue lamer lama banget,lbh lama lamer drpd masak mie"
Anger,"gue liat ada yg ampe bilang "lo ngarepin apa dari fandom ini". kayak, anjir bgt lo! kalo sekiranya lo ga nyaman ada di satu fandom, dan lo cuma suka sama salah satu membernya, tolong deh, gausah ngaku bagian dari fandomnya."
Anger,"gue marah tapi gue sayang sama lo !!"
Anger,"gue masih jengkel yaa sama temen temen sekelompok gue"
Anger,"gue ngetwit lumayan emosi, ampe bikin thread berantakan gini"
Anger,"gue pagi ini kecewa bgt sama gojek, pertama kode voucher sama sekali ga bisa di claim. kedua alamat yg biasa gue gunain buat balik masa dititikin jauh bgt ke jakarta barat wkwkw gila gosend yg harusnya ga sampe 50rb jd diatas 60rb"
Anger,"gue pernah datang lebih awal, sebelum waktu nya malah terus malah dibilang kek gini (kurang lebih) saking jombolnya jadi punya banyak waktu luang ya? gue ga tau mesti seneng atau sedih -_- jengkel ahhh"
Anger,"gue punya facebook ,coba buka bem ternyata sama aja banyak virus adm, wabahnya nyebar, ini manusia bodoh perlu banyak didikan, ampe urat malu putus kurang didikan"
Anger,"gue yg mutusin emang, tp yg pamit rest emg siapa tau2nya gue dpt kabar begitu. disuruh keep it private dikira gue gatau apa kalo dia juga nyindir gue mulu, diem diem asu apanya yg diem, kalo ada main qrt gitu jadi ajang buat jelek2in gue"
Anger,"guru gue campur campur aksennya anjir.. suka kudu teliti banget liattin gerak bibirnya t_t"
Anger,"gw benci sekolah"
Anger,"gw bukan paling mulia tp gw manusia normal yg jijik liat kaum homo. lagipula di agama di larang tolol. masih aja lu ngeyel. kl lu masih blm benar jgn bgt kata2 lu. kaya lu uda benar aja homo."
Anger,"gw mau marah bgt bacanya yaallah masi pagii ini emosi gw di uji mulu perasaan"
Anger,"gw ptm 50% lagi bangkee,, padahal udh enak 100% arghhhh"
Anger,"ha tuh lu doang, tau definisi adek ga sih lu ilah bikin emosi."
Anger,"haah .. belajar chargeman a1 sekali kerja amik former kat kilang jadi worker .. dengan orang atas yang kejap okay kejap tak okay nak ikut cakap dia macam kerja tak pernah siap kimak .. semua kerja siap tapi bodoh nak memekak jugak .. baruah"
Anger,"habis itu sakit hati, tolol banget emang"
Anger,"hadeeh kadang gue bingung banget yah sama cewe suka update2 kalo dia jadi selingkuhan gini tuh ceritanya merasa cantik banget apa gimana sih? jahat tauu beginii.. udah jahat diumbar2 jahatnya, gue aja yg cewek ilfeel liatnya, huftt."
Anger,"hadehh, bego bgt dah"
Anger,"hadeuh kalo inget bulan ini bikin sakit ati banget anjeng, udah deket lama aku nya udah suka eh malah ujung ujungnya sama adek kelasnya kan anjenk kesel sendiri jadinya"
Anger,"hadeuh.. kita rakyat ini dibodohi duble dong.. enak sampeyan dapat gaji hanya utk kepentingan ketum partai.."
Anger,"haduh jangan pjj dong, udah mulai ngerti pelajaran tiba tiba pjj jadi bego lagi ntar"
Anger,"hah bodoh kali kau pantek"
Anger,"hah paling benci emang hal begitu."
Anger,"hah? kaya dendam bnaget sama ibu"
Anger,"haha fans aot marah gara2 kalah rank sama sono bisque doll"
Anger,"haha, itu jaksel day ngebekas banget jadi bikin aku suka ngetik i bercampur language. t ____ t keki banget"
Anger,"hahah bangsat"
Anger,"hahaha betul sekali aku aja susah kalo udah gak suka sama orang benci nya sampai lama banget"
Anger,"hahaha tuh kan udah bangkotan bodoh pula"
Anger,"hal yang paling gue benci dari sebuah proses adalah.. nungguin. dan lebih menyakitkan adalah nungguin hasil di kala badan masih belom membaik. capek banget tiap hari harus bergantung sm ibuprofen dan obat-obat lainnya biar sakitnya berkurang."
Anger,"halah hidup kok cuma modal kontol tapi pengen cewek banyak, berlindung dibawah sunah rosul. nih nabi yg denger pernyataan lo kayak gini nangis anjir, sesat bangsat! belajar agama boleh, tapi jangan sampe mabok kayak org ini ya teman."
Anger,"halah ngaku aja na gak usah malu-malu, dasar munafik!"
Anger,"halah taik. pagi2 dibuat emosi gw, support system support system tatai anjingan"
Anger,"halah tolol, ngang ngeng ngong ngilang juga lo"
Anger,"halah, ntar pas gw jawab, gw dikatain nyontek gugel lagi, jawab salah ga jawab salah. oalah, angel ancen lek wes debat karo banci tolol koyok ngene, aku seh isin wakak"
Anger,"hallo.. gue makin kesini makin gangerti knp se kepo itu sama masalalu doi gue. kek seneng aja liat masalalu doi gue tu ga bahagia kek tolol banget lu nyia"in doi gue yang emng superduper baik gue bertrimakasih si sama lo karna lo dah buang doi gue."
Anger,"harus nya dihukum mati itu bangsat. rusak nama sumut karena dia"
Anger,"harusnya bisa lebih bijak, tapi efek booster dan kecapekan jadinya melu emosi deweeeeeeee. can't control my seellffff"
Anger,"harusnya udah ketebak bakalan banyak kek gini.. tapi tetep aja emosi bacanya.."
Anger,"hbis nntn layangan putus bareng murid2nya ya bund , jangan sedih yaa, mas aris emg gitu, suka gk tau diri, padahal udh dpetin cewek yg bak ratu"
Anger,"hdeuu gw marah yhh tempe digituin, pdhl tempe makanan terenak dimuka bumi inie"
Anger,"hebatnya indonesia .. gak cuman pemilunya saja, tes covid pun juga begitu !?!?"
Anger,"heran banget sama orang orang yang suka nunda kerjaan tanpa alasan."
Anger,"heran banget temenku knp suka ngajak gelud si anj udh tau lagi di jauhin lagi ga chat" an ya brarti aku lagi ngehindari percecokan kok malah nyari ribut geoblog sia teh"
Anger,"hh benci banget sama akgae, akun yg suka bahas 1 member aja trus suka berantem sama akun lain udah aku bub berantem gitu lama lama bakal saling jelekin member lain trus berubah jadi akgae aku maless mutualan sm ornag kaya gituu"
Anger,"hidup di negara isinya kenthu doang bangsat"
Anger,"hiyahiyahiya. terpesona, ku pada pandangan pertama. dan tak kuasa menahan emosi."
Anger,"hmm siapa lagi yg harus aku benci"
Anger,"honestly im not the cheerful type orangnya lebih suka diem, kalo ngga penting males ngomong, ngga mau sok asik juga. but.. karena tuntutan peran, jadi sok baik deh haha lucu banget maksain buat two-faced, kesel juga sebenarnya"
Anger,"ho'oh kalo aku malah makin jengkel"
Anger,"huahh benci covid bangett. semoga berhenti di jimin tidak ada jungkook dan juga taehyung. no god pliss"
Anger,"hukum bangsat hanya buat bangsat !"
Anger,"hukum penguasa beraninya ke rakyat kecil bangsat plus bajingan!!"
Anger,"i biasa i balas dendam, kalau dia main game melampau lampau, i palau msg dia. sape rasa adil? tibee"
Anger,"i ship both tho, tapi kalo gatekeeping itu tolol"
Anger,"idih maunya enak di elu aja bodoh"
Anger,"ih tolol ya ketakutan tantrum bocahnya dikampus sampe malem"
Anger,"ihh kok marah marah sihh"
Anger,"ihh sama punya ku juga udh 2 hari masa tertunda terus kesel. tolong dong min ditindaklanjuti, kecewa sih"
Anger,"ihh, mau marah!!"
Anger,"ingin kesal, tapi benar"
Anger,"ini bukan rp, dan juga jelas dong banyak minor plis jangan bodoh kirim ginian ke base"
Anger,"ini faisal basri ngga lagi kena stroke kan? atau tiba2 mental retarded? ciri khas jokowi? ketukar sama sby pak faisal. jgn bangsat drun."
Anger,"ini klo gue isiin kyk gini bisa2 abis di comot ponakan gue trus di bagiin ke temen2 nya, baik nyerempet bego dia"
Anger,"ini mah enk di suami semua kga enak di istri gblk"
Anger,"ini maksutnya malu shy apa malu "palu" sih?! yang jelas dong!!"
Anger,"ini pasti type buyers yang ribet aku ngga kasih proof kok bilang aneh lagian setiap seller punya s&k sendiri kali kalo ngga suka mah tinggal skip ribet banget bikin kesel dulu"
Anger,"ini rcpc ga ada kabar comeback? lim sudah waktunya tolol"
Anger,"ini twitter knp sih?? suka banget nyesi ga"
Anger,"ini yang dicari. bood mah jangan marah marah. tapi healing hehe.."
Anger,"ini yg kelimaa anjing sial mulu dalam seminggu bangsat ntar besok apa lagi nih taiik"
Anger,"inilah contoh orang2 yg belum siap bersosial media ya gini nih udah close minded, racist, bodoh attitude gak ada"
Anger,"ioe la wax nga doug si yeufou xalei,lolou nga tolol"
Anger,"islamofobis/buzzerp, yaitu: 1. para *njing sepilis dan komunis, pelaku maksiat yg ingin mencari pembenaran atas kelakuannya. 2. para b*bi kafir, pecundang debat teologis scr akademis yg ingin melampiaskan dendam kekalahannya."
Anger,"itu gatau harga akun apa gimana, suka nyesek kalo ditawar sampe jatoh banget mana upf sekarang susah"
Anger,"itu lengkong bego"
Anger,"itu namanya pembodohan.. kok mau ya kdrt dihalalkan demi menutupi aib pria.. ini ustazah bodoh.. bukannya membela kaum perempuan malah memberikan kesempatan pria besar kepala.."
Anger,"itu orang muka badak,.. merusak nama pp saja.."
Anger,"itu rizki orang kenapa dia urus. coba saja, apakah dia bisa dibayar ceramah dengan bayaran sekian? harusnya malu untuk membicarakan penghasilan orang lain yang diperoleh secara sah, dan tidak diatur oleh negara."
Anger,"itu tukang sate bego amat yaa! | kenapa emang ? | masa bara api dikipasin, sampe mampus jg gak bakal dingin | -__-"
Anger,"itulah pukimak ny cebong .. udah dy yg d bodohin, teteep jugak bilang org yg bodoh .. kepala hotak kw lah ceby"
Anger,"iy anjink ngakakk sampe kudu menampar diri sendiri trs kek hidup lo, bego "
Anger,"iya ajgg ih benci bgt"
Anger,"iya anjrott jangan jangan dia punya dendam sama gue ya"
Anger,"iya cakep, emosi nya dapet banget pagi pagi"
Anger,"iya itu kan dulu, taun lalu, sebelum tobat jadi pemuja fol ges, ngeyel banget kamu. kamu gatau saya ini pemuja fol ges, profil pake fol ges, mengakui klo fol ges itu godfather saya? kamu tolol banget sih. aku jijik banget sm kmu. capekbbggt:(("
Anger,"iya ituu benci bgt, makin hari ada aja peraturan ga jelas kek gini huhu"
Anger,"iya juwi emosi nih gw pagi2"
Anger,"iya ni tvn kan suka memancing emosi penonton"
Anger,"iya tuh bapak emak w emang bodoh"
