Tweet;Label;Tweet,Label
dibilang sedih ya pasti.. tp bagaimana pun harus terima dan dukung denise. gak mau lama2 sedihnya karena cewek2 ini juga butuh dukungan kita. lockeys kuat;Sad;dibilang sedih ya pasti.. tp bagaimana pun harus terima dan dukung denise. gak mau lama2 sedihnya karena cewek2 ini juga butuh dukungan kita. lockeys kuat,Sad
hahaaha..sedih sgt ni fren. kongsi sama saya la boboy;Sad;hahaaha..sedih sgt ni fren. kongsi sama saya la boboy,Sad
sender jangan sedih, bisa jd nnt sender langsung diketemuin sama jodoh sender.;Sad;sender jangan sedih, bisa jd nnt sender langsung diketemuin sama jodoh sender.,Sad
ternyata w belum jodoh juga sama kampus ini, sedih sih tapi gak sesedih pas w gagal kemaren. akhirnya w cepet cepet move on sambil nyari kampus negeri yg masih buka pendaftaran;Sad;ternyata w belum jodoh juga sama kampus ini, sedih sih tapi gak sesedih pas w gagal kemaren. akhirnya w cepet cepet move on sambil nyari kampus negeri yg masih buka pendaftaran,Sad
heizou b5?? padahal udah bgarep bangey dia b4 sedih bnaegt;Sad;heizou b5?? padahal udah bgarep bangey dia b4 sedih bnaegt,Sad
pagi² lagi da kena spam ending aot dengan demon slayer dekat tiktok murung weh sabtu ni;Sad;pagi² lagi da kena spam ending aot dengan demon slayer dekat tiktok murung weh sabtu ni,Sad
gue ga ngestan sn, tapi ikut sedih denise out dari grup semoga sukses terus ke depannya buat denise;Sad;gue ga ngestan sn, tapi ikut sedih denise out dari grup semoga sukses terus ke depannya buat denise,Sad
iye elu yang disana. kok lu ganteng banget sih? maaf gabisa ngomong langsung :( sedih deh;Sad;iye elu yang disana. kok lu ganteng banget sih? maaf gabisa ngomong langsung :( sedih deh,Sad
sedih kalau diceritain mah;Sad;sedih kalau diceritain mah,Sad
-kelemahan seorang lelaki yg apabila suami yg gak bisa sabar dengan kondisi perempuan. jika mandul, nikah lagi cari yg lain. jika di pukul atau di diskriminasi, diam tutup aib. jika nafsu muncul, penuhi. jangan sampai berkata tidak. sedih banget jadi pere;Sad;-kelemahan seorang lelaki yg apabila suami yg gak bisa sabar dengan kondisi perempuan. jika mandul, nikah lagi cari yg lain. jika di pukul atau di diskriminasi, diam tutup aib. jika nafsu muncul, penuhi. jangan sampai berkata tidak. sedih banget jadi pere,Sad
"tau ga si rasanya kecewa sama diri sendiri?? kaya yg ""oh gua gagal lagi"".";Sad;"tau ga si rasanya kecewa sama diri sendiri?? kaya yg ""oh gua gagal lagi"".,Sad"
renang dari jam 10.30 - jam 2 karena seru bgt sepi + cuaca mendukung (mendung) pulang2 kaget hidung sm pipi merah kena sunburn sad bet;Sad;renang dari jam 10.30 - jam 2 karena seru bgt sepi + cuaca mendukung (mendung) pulang2 kaget hidung sm pipi merah kena sunburn sad bet,Sad
sedih banget, gua yg ngurusin segalanya gua yg gak ikut:((;Sad;sedih banget, gua yg ngurusin segalanya gua yg gak ikut:((,Sad
kamu senang, aku pun senang. kamu sedih, aku ikut sedih. tapi. beda lg ya ceritanya kl kamu sedih pas putus sama dia. :™);Sad;kamu senang, aku pun senang. kamu sedih, aku ikut sedih. tapi. beda lg ya ceritanya kl kamu sedih pas putus sama dia. :™),Sad
diam nder sy sedang kecewa berat;Sad;diam nder sy sedang kecewa berat,Sad
ngelamar kerja bedua yg keterima dia doang ya wajar sih tp gak tau kenapa sedih aja gitu.;Sad;ngelamar kerja bedua yg keterima dia doang ya wajar sih tp gak tau kenapa sedih aja gitu.,Sad
mendekap sepi di sudut sunyi. menyimpul tali mengikat diksi. menggapai rindu tercabik pilu. hatiku selalu terukir namamu ilu;Sad;mendekap sepi di sudut sunyi. menyimpul tali mengikat diksi. menggapai rindu tercabik pilu. hatiku selalu terukir namamu ilu,Sad
udah lama ga denger suara denise. jadi pas dia ngecover lagu day6 sedih gue jdi +++++;Sad;udah lama ga denger suara denise. jadi pas dia ngecover lagu day6 sedih gue jdi +++++,Sad
yellow iya pas sedih wkwk viva la vida ga terlalu sii;Sad;yellow iya pas sedih wkwk viva la vida ga terlalu sii,Sad
wajar sih, disini yg kelahiran 98 terus baru masuk sma dan langsung pake kurikulum 2013 sedih karena gw ga bisa show up skill gw di bidang komputer sama temen kelas yg lain. padahal gw anak warnet bngt;Sad;wajar sih, disini yg kelahiran 98 terus baru masuk sma dan langsung pake kurikulum 2013 sedih karena gw ga bisa show up skill gw di bidang komputer sama temen kelas yg lain. padahal gw anak warnet bngt,Sad
eh asli sedih bgtt padahal debutnya juga belum lama, mana suara dia paling bagus di sn;Sad;eh asli sedih bgtt padahal debutnya juga belum lama, mana suara dia paling bagus di sn,Sad
yah kecewa dak do stiker nyo lagi;Sad;yah kecewa dak do stiker nyo lagi,Sad
aamiin selamat pagii juga kak sedih , hasil draw gk ada yg nyangkut;Sad;aamiin selamat pagii juga kak sedih , hasil draw gk ada yg nyangkut,Sad
ya allah sampe ke bawa mimpi ceritanya di gedor sama salah satu host, terus salah bales dm eh ga jadi menang. sedih sedih bangun2 langsung nyesek karna mimpi;Sad;ya allah sampe ke bawa mimpi ceritanya di gedor sama salah satu host, terus salah bales dm eh ga jadi menang. sedih sedih bangun2 langsung nyesek karna mimpi,Sad
ada aja berita sedih dan skrg syukur ada berita seneng. sehat' trs kak ji;Sad;ada aja berita sedih dan skrg syukur ada berita seneng. sehat' trs kak ji,Sad
kamu kenapa ? | aku (kecewa, sakit, cemburu, nyesek , kangen , galau , pengen kamu peka , pengen nangis) gak papa kok. :');Sad;kamu kenapa ? | aku (kecewa, sakit, cemburu, nyesek , kangen , galau , pengen kamu peka , pengen nangis) gak papa kok. :'),Sad
sedih bgt gk sii;Sad;sedih bgt gk sii,Sad
mesti cr muram durja birthday dia harini;Sad;mesti cr muram durja birthday dia harini,Sad
gimana si caranya biar bigwin? cpk bgt astaga, gapernah menang sedih bgt, sebernya rada iri sama yg bisa bigwin;Sad;gimana si caranya biar bigwin? cpk bgt astaga, gapernah menang sedih bgt, sebernya rada iri sama yg bisa bigwin,Sad
sedih ya wak;Sad;sedih ya wak,Sad
terkadang, tidak peduli berapa banyak orang di sekitarmu, kamu merasa sepi. hanya karena kamu berharap dia yang kamu cinta ada di sisi karna kamu sangat menyayangi dirinya;Sad;terkadang, tidak peduli berapa banyak orang di sekitarmu, kamu merasa sepi. hanya karena kamu berharap dia yang kamu cinta ada di sisi karna kamu sangat menyayangi dirinya,Sad
huhuu sedih gak sih, sorry ya gw harus isoman 2 minggu keknya;Sad;huhuu sedih gak sih, sorry ya gw harus isoman 2 minggu keknya,Sad
iya aku liat ini di berita sedih banget bapak e nangis;Sad;iya aku liat ini di berita sedih banget bapak e nangis,Sad
sedih amat pagi pagi;Sad;sedih amat pagi pagi,Sad
br nntn bulgasal dan yg episod joon nusuk wooseok kesel tp lebih pengen nangis liatnya... sedih huhu;Sad;br nntn bulgasal dan yg episod joon nusuk wooseok kesel tp lebih pengen nangis liatnya... sedih huhu,Sad
sampe pagi ini masih nempel suara denise cover day6 ini di kepala..antara masih msih kagum dan sedih karna dia salah satu orng yg bikin ku tertarik ke kpop karna headvoice dan range vocal dia bagus bgt:'(;Sad;sampe pagi ini masih nempel suara denise cover day6 ini di kepala..antara masih msih kagum dan sedih karna dia salah satu orng yg bikin ku tertarik ke kpop karna headvoice dan range vocal dia bagus bgt:'(,Sad
karna gue sedih karna hyunho gue harus bikin au fluffy. yook little blessing markitabuat;Sad;karna gue sedih karna hyunho gue harus bikin au fluffy. yook little blessing markitabuat,Sad
sedih bgt liatnyaa jd ikutan nangis;Sad;sedih bgt liatnyaa jd ikutan nangis,Sad
sedih sihh tapi yaa mau gmana lagi bukan kita tokoh utamanya;Sad;sedih sihh tapi yaa mau gmana lagi bukan kita tokoh utamanya,Sad
"hypeask! album da wv 1press kalian yg waktu itu ""shipsoon"", skrg statusnya gimana? tolong jangan dianggurin,sender sedih bngt yg udah dirumah,nyampe ina dll jngn rep ya:'(";Sad;"hypeask! album da wv 1press kalian yg waktu itu ""shipsoon"", skrg statusnya gimana? tolong jangan dianggurin,sender sedih bngt yg udah dirumah,nyampe ina dll jngn rep ya:'(,Sad"
iya, mnrutku jg sii design nya dah bagus. bnyak yg mau nya baju nya pkai kimono gtu, kaya tradi bgt n kecewa knp kya western-ish bgt. tp sbnrnya gak jg, masih khas jp. gak smua chara jp harus se tradi raiden dkk design nya.;Sad;iya, mnrutku jg sii design nya dah bagus. bnyak yg mau nya baju nya pkai kimono gtu, kaya tradi bgt n kecewa knp kya western-ish bgt. tp sbnrnya gak jg, masih khas jp. gak smua chara jp harus se tradi raiden dkk design nya.,Sad
kadangkala dirimu berhenti memberikan sebuah perhatian pada seseorang hanya untuk menyadarkannya akan ketidakhadiranmu akan membuatnya sepi.;Sad;kadangkala dirimu berhenti memberikan sebuah perhatian pada seseorang hanya untuk menyadarkannya akan ketidakhadiranmu akan membuatnya sepi.,Sad
sedih belum dapatin wl prio tapi udah mau rest aja :(;Sad;sedih belum dapatin wl prio tapi udah mau rest aja :(,Sad
ch 125-126 sedih bgt;Sad;ch 125-126 sedih bgt,Sad
kalau sepi pasien ya gini.. agak bosan jadinya;Sad;kalau sepi pasien ya gini.. agak bosan jadinya,Sad
ini kalo ga ada yang kelas, sepi dong;Sad;ini kalo ga ada yang kelas, sepi dong,Sad
"kebanyakan orang dengerin lagu"" kaya gini yaa salah satunya utopia inget kenang perjalanan cinta mereka tp gw gak gitu, suatu lirik dapat mewakili strategi sebuah korporasi ada lagu yg buat gw sedih saat dengar yaitu ""toxicity"" (sod), slalu teringat almarhum teman udahh ah";Sad;"kebanyakan orang dengerin lagu"" kaya gini yaa salah satunya utopia inget kenang perjalanan cinta mereka tp gw gak gitu, suatu lirik dapat mewakili strategi sebuah korporasi ada lagu yg buat gw sedih saat dengar yaitu ""toxicity"" (sod), slalu teringat almarhum teman udahh ah,Sad"
makasih yoongi udah bikin jumpalitan semalam dahal lg sedih, hush sedih pergi hush hush;Sad;makasih yoongi udah bikin jumpalitan semalam dahal lg sedih, hush sedih pergi hush hush,Sad
adakah apabila takdir ku sampai..allah ambil nyawa ku..akan ramai yang sedih dengan kepemergianku, adakah ramai yang akan mahu mandikan jenazahku..adakah ramai yang akan mengangkat jenazah ku..adakah ramai yang akan mendoakan ku..aku risau..dan kerana risau aku bersedih..;Sad;adakah apabila takdir ku sampai..allah ambil nyawa ku..akan ramai yang sedih dengan kepemergianku, adakah ramai yang akan mahu mandikan jenazahku..adakah ramai yang akan mengangkat jenazah ku..adakah ramai yang akan mendoakan ku..aku risau..dan kerana risau aku bersedih..,Sad
and hujung 2020, dah cakap dengan diri i, i try tinder for one month je. jumpa 4 orang. 1 laki orang, 1 **, and another two last choice bila i nak delete tinder sbb dah kecewa teruk dgn dua orang tu td. so yg last ni i got their number at the very last minute before i delete;Sad;and hujung 2020, dah cakap dengan diri i, i try tinder for one month je. jumpa 4 orang. 1 laki orang, 1 **, and another two last choice bila i nak delete tinder sbb dah kecewa teruk dgn dua orang tu td. so yg last ni i got their number at the very last minute before i delete,Sad
mau merem bentar 30 menit malah jd kebawa mimpi ga enak sedih pol blm ikhlas bgt ternyata;Sad;mau merem bentar 30 menit malah jd kebawa mimpi ga enak sedih pol blm ikhlas bgt ternyata,Sad
hah serius out? gua ga ngikutin sn sih cuma kan yg gua tau mereka baru tp sedih aja ko udah ada yg out;Sad;hah serius out? gua ga ngikutin sn sih cuma kan yg gua tau mereka baru tp sedih aja ko udah ada yg out,Sad
sedih ngga sih,harus dengar hal yang kaya nya kalo di denger bikin ovt,sedih dan yang lainnya:);Sad;sedih ngga sih,harus dengar hal yang kaya nya kalo di denger bikin ovt,sedih dan yang lainnya:),Sad
tapi sedih juga karena yg aku pikir selama ini dia baik2 aja ternyata mikir kayak gitu :(;Sad;tapi sedih juga karena yg aku pikir selama ini dia baik2 aja ternyata mikir kayak gitu :(,Sad
sedih bacanya.. tapi gak apa.. terima kasih ya denise;Sad;sedih bacanya.. tapi gak apa.. terima kasih ya denise,Sad
sedih banget jadi luvies miskin gak bisa bela member langsung di saat kayak gini :(;Sad;sedih banget jadi luvies miskin gak bisa bela member langsung di saat kayak gini :(,Sad
udah gak mood mau unboxing paket shopee, keburu sedih deluan hehe;Sad;udah gak mood mau unboxing paket shopee, keburu sedih deluan hehe,Sad
denise sayangkuu gw udah ngira bakal begini endingnya tapi tetep aja gw sedih bgt;Sad;denise sayangkuu gw udah ngira bakal begini endingnya tapi tetep aja gw sedih bgt,Sad
semuanya sih, termasuk denise juga sedih juga harus ninggalin kakak-kakaknya;Sad;semuanya sih, termasuk denise juga sedih juga harus ninggalin kakak-kakaknya,Sad
om gal ak sedih;Sad;om gal ak sedih,Sad
aihh banyak yg bilang gitu, tapi banyak yg kecewa juga setelah nyubit pipi akuu, pipi aku ga ada isinyaa;Sad;aihh banyak yg bilang gitu, tapi banyak yg kecewa juga setelah nyubit pipi akuu, pipi aku ga ada isinyaa,Sad
pepagi lagi airmata mengalir. sedih aku.;Sad;pepagi lagi airmata mengalir. sedih aku.,Sad
tak masuk skuad barcelona untuk liga europa, dani alves kecewa berat “ bolanet “ arenanews;Sad;tak masuk skuad barcelona untuk liga europa, dani alves kecewa berat “ bolanet “ arenanews,Sad
sedih banget onlen lagi;Sad;sedih banget onlen lagi,Sad
gapapa beli skinnya dulu orangnya dateng nanti gapapa, tapi tetep aja sedih banget anjing¼¼ arghhhh mo nangis;Sad;gapapa beli skinnya dulu orangnya dateng nanti gapapa, tapi tetep aja sedih banget anjing¼¼ arghhhh mo nangis,Sad
syok sedih bgt;Sad;syok sedih bgt,Sad
pas lewat jg kaget banget, gini banget deh netizen indo sempet record saking kagetnya. beda banget sama komen orang luar. orang tua nya kalo liat terus ditranslate pasti sedih banget;Sad;pas lewat jg kaget banget, gini banget deh netizen indo sempet record saking kagetnya. beda banget sama komen orang luar. orang tua nya kalo liat terus ditranslate pasti sedih banget,Sad
sedih banget kan;Sad;sedih banget kan,Sad
sedih* typo;Sad;sedih* typo,Sad
aku sedih pih? hehe. mau nangis..;Sad;aku sedih pih? hehe. mau nangis..,Sad
tiap denger lagu kukira kau rumah jadi sedih banget, soalnya punya arti yg beda skrg. liat cuplikan filmnya di fyp juga sedih.;Sad;tiap denger lagu kukira kau rumah jadi sedih banget, soalnya punya arti yg beda skrg. liat cuplikan filmnya di fyp juga sedih.,Sad
sedih bangat kamu selalu di cuekin warga;Sad;sedih bangat kamu selalu di cuekin warga,Sad
sepi soalnya berkurang kegiatan makan dan minum;Sad;sepi soalnya berkurang kegiatan makan dan minum,Sad
gimana damai dengan rasa kecewa. gimana.;Sad;gimana damai dengan rasa kecewa. gimana.,Sad
semalem mimpi orang yang udah lama ga kontakan tiba tiba ngirim pesan, tapi pas bangun nge cek ternyata gada notif apa apa, itu sedih banget :((;Sad;semalem mimpi orang yang udah lama ga kontakan tiba tiba ngirim pesan, tapi pas bangun nge cek ternyata gada notif apa apa, itu sedih banget :((,Sad
sunyi ya gak ada rame nya dan gak ada yang datang.. omicron nya.. bikin kesepian melara;Sad;sunyi ya gak ada rame nya dan gak ada yang datang.. omicron nya.. bikin kesepian melara,Sad
jibe kajjaa beneran sekacau itu dan bikin mewek sedih bangwt;Sad;jibe kajjaa beneran sekacau itu dan bikin mewek sedih bangwt,Sad
full sedih mazzehh;Sad;full sedih mazzehh,Sad
please sedih bangett;Sad;please sedih bangett,Sad
ala.. alaa.. alaa.. murung kejap hahahha;Sad;ala.. alaa.. alaa.. murung kejap hahahha,Sad
mau genre apapun, kalo ceritanya bikin sedih aku pasti nangis. ini tadi aku nangisin zombie di all of us are dead :);Sad;mau genre apapun, kalo ceritanya bikin sedih aku pasti nangis. ini tadi aku nangisin zombie di all of us are dead :),Sad
.. kok sedih;Sad;.. kok sedih,Sad
"ini gamesnya, bisa menang lawan para ""oligarki"" arang, tp tetep sedih, karena mereka tetep berjaya..";Sad;"ini gamesnya, bisa menang lawan para ""oligarki"" arang, tp tetep sedih, karena mereka tetep berjaya..,Sad"
bahkan dalam fisik terluka dan bathin yang sakit, ia masih bisa berkata 'aku masih sayang kamu'. tapi engkau malah memilih untuk pergi. apa hendak dikata sesal tiada arti jika sudah di akhir.;Sad;bahkan dalam fisik terluka dan bathin yang sakit, ia masih bisa berkata 'aku masih sayang kamu'. tapi engkau malah memilih untuk pergi. apa hendak dikata sesal tiada arti jika sudah di akhir.,Sad
banyak fans tersakiti. entah dr bws atau shipper main couple di series. posisi win sama female lead di series baru jg jadi serba salah. mereka mau deket ke bright nanti dihujat, gak deket dibilang gak ada momen dan itu jg ngebuat fans kecewa.;Sad;banyak fans tersakiti. entah dr bws atau shipper main couple di series. posisi win sama female lead di series baru jg jadi serba salah. mereka mau deket ke bright nanti dihujat, gak deket dibilang gak ada momen dan itu jg ngebuat fans kecewa.,Sad
bangun tidur denger dua kabar ga enakin tuh sedih bgt.;Sad;bangun tidur denger dua kabar ga enakin tuh sedih bgt.,Sad
haha sepi tanpa purwakarta tapi gpp :v;Sad;haha sepi tanpa purwakarta tapi gpp :v,Sad
apapun group nya walau aku ga stan mereka, kalo ada yg keluar atau bubar rasa nya sedih bgt;Sad;apapun group nya walau aku ga stan mereka, kalo ada yg keluar atau bubar rasa nya sedih bgt,Sad
mau nntn biar gk sedih krna di ghosting :);Sad;mau nntn biar gk sedih krna di ghosting :),Sad
non fan tapi ikutan sedih baca sudat denise;Sad;non fan tapi ikutan sedih baca sudat denise,Sad
sepi banget, bikin sedih;Sad;sepi banget, bikin sedih,Sad
sedih kiraiin lemburan ampe malem dibayar ternyata kaga;Sad;sedih kiraiin lemburan ampe malem dibayar ternyata kaga,Sad
"sedih njay. makin susah nakes nakes puskesmas, vaksin booster sampe turun ke rumah rumah bawa tni-polri, tracing kasus baru dibilang dicovidkan.. jawaban mereka sama ""covid itu ga ada!"" kehilangan sosok contoh rakyat ini.";Sad;"sedih njay. makin susah nakes nakes puskesmas, vaksin booster sampe turun ke rumah rumah bawa tni-polri, tracing kasus baru dibilang dicovidkan.. jawaban mereka sama ""covid itu ga ada!"" kehilangan sosok contoh rakyat ini.,Sad"
aa sedih bgt progja udah selesai semuaa hwaa gamau udahan kkn-nya;Sad;aa sedih bgt progja udah selesai semuaa hwaa gamau udahan kkn-nya,Sad
akun baru sepi amat :(;Sad;akun baru sepi amat :(,Sad
yakan! sedih banget bayanginnya;Sad;yakan! sedih banget bayanginnya,Sad
ada sunyi di antara pagi dan aku;Sad;ada sunyi di antara pagi dan aku,Sad
kemarin dia follow akun gue pake yg satunya tpi dm gue ga dibales setan;Sad;kemarin dia follow akun gue pake yg satunya tpi dm gue ga dibales setan,Sad
